Date,Open,High,Low,Close,Volume
2021-01-14,28.819446332793884,28.960487912648965,28.686242056850556,28.795940399169922,30272000
2021-01-15,28.741088026532495,28.819443122588144,28.521691366332426,28.756759643554688,34287800
2021-01-19,28.803766012582535,28.991822391930498,28.69406770340237,28.78026008605957,33451300
2021-01-20,28.827274351147135,28.84294596486701,28.56869720835127,28.600040435791016,35400100
2021-01-21,28.51384318221692,28.67055630358074,28.325789827823677,28.58436393737793,33829700
2021-01-22,28.45900209697329,28.858620819065738,28.404152937322173,28.63922119140625,26271200
2021-01-25,28.639221180898076,29.21905899721073,28.459002086531243,29.21122169494629,31728500
2021-01-26,29.20338844210855,29.46196263417845,29.11719604840021,29.234731674194336,27718700
2021-01-27,28.983984721041075,29.023162257058065,28.341460576333986,28.396312713623047,50561200
2021-01-28,28.475527603775287,28.776521502939108,28.388397552314284,28.404239654541016,39466700
2021-01-29,29.212161590362815,29.212161590362815,28.214130545304393,28.435916900634766,60251900
2021-02-01,28.459682577066406,28.66562384170756,28.293345053136424,28.35671043395996,40395800
2021-02-02,28.325030381336106,28.340872484255208,27.144822418798697,27.715126037597656,84062400
2021-02-03,27.715120082746804,27.952745532332944,27.54877954862213,27.59630584716797,38524200
2021-02-04,27.572550365586604,27.786414224441042,27.48542030958233,27.635915756225586,34284900
2021-02-05,27.6596736907959,27.78641049822258,27.54878200586935,27.6596736907959,31749600
2021-02-08,27.691360828151655,27.730964573884897,27.517103742610956,27.580469131469727,31633900
2021-02-09,27.564625339378633,27.770569639084208,27.532941136105173,27.699281692504883,30170200
2021-02-10,27.723042560226148,27.78641096500401,27.485417085452866,27.517101287841797,29039900
2021-02-11,27.564624355439086,27.572546916760615,27.152738792302426,27.27155303955078,30885200
2021-02-12,27.27947245766113,27.683438479246792,27.216107075230553,27.501258850097656,25578600
2021-02-16,27.604228984552833,27.612151546129,27.37452606556664,27.477495193481445,28730300
2021-02-17,27.38244815052526,27.72304581222986,27.295318094520987,27.635915756225586,26389400
2021-02-18,27.548782138094904,27.627992643116766,27.342840868181685,27.37452507019043,24052500
2021-02-19,27.453730520295395,27.46957262012643,27.2477892656351,27.279470443725586,28145300
2021-02-22,27.192341174326476,27.224022349792406,26.96263527816328,27.136892318725586,34322500
2021-02-23,26.930949029412094,27.08144442151674,26.677481515566846,26.859661102294922,37624200
2021-02-24,26.827980712865678,26.97055658732252,26.669562738850125,26.73293113708496,30686100
2021-02-25,26.78837776184082,27.01808367983393,26.566594404645613,26.78837776184082,37506100
