Date,Open,High,Low,Close,Volume
2021-01-14,30.570635745545637,30.915117949292306,29.943501304392445,30.084827423095703,3942300
2021-01-15,29.970003118667677,30.270321584384053,29.28987002367821,29.696182250976562,4218400
2021-01-19,29.76684865500718,30.323321830749723,29.413531604174842,29.448863983154297,3930000
2021-01-20,29.493026678052782,29.96116888898029,29.387032914527513,29.758012771606445,3325500
2021-01-21,30.00532930269837,30.314479114122136,29.660847121546112,29.811004638671875,2312700
2021-01-22,29.713852411589492,30.332155614186558,29.43120009659907,30.32332420349121,3713600
2021-01-25,30.06715701798448,30.773787512344875,29.422356481288126,29.82866859436035,3494800
2021-01-26,30.25265413168116,30.279151728599146,28.927720374089287,28.96305274963379,3378600
2021-01-27,28.212259785645163,28.22992429066118,26.710667351145915,27.037485122680664,6423000
2021-01-28,27.25830081861385,28.795221889784077,27.25830081861385,28.592065811157227,4571000
2021-01-29,28.291752239584483,28.53907550894544,27.682283899388292,27.92960548400879,3781200
2021-02-01,28.441910626321402,28.68039909547755,27.51445603007204,28.13275909423828,4172700
2021-02-02,28.486074772968497,29.784510887365524,28.450742398683253,29.546022415161133,6155100
2021-02-03,30.120162994003532,31.003452270889046,30.05833301418004,30.56180763244629,7944300
2021-02-04,31.975067462728706,32.30188350026495,30.287985344284998,31.957401275634766,10519700
2021-02-05,32.45204137851494,33.35299324989544,32.3460442658393,33.167503356933594,6321900
2021-02-08,33.21167474968158,34.200961144568915,33.12334717168287,33.874141693115234,5065100
2021-02-09,34.086132597585696,34.315786322071006,33.776982705109106,33.874141693115234,5020300
2021-02-10,34.20094986241574,34.819249443405276,33.723973011812376,34.589595794677734,5725600
2021-02-11,34.465936518102964,35.49055160351771,34.06845580189033,34.554264068603516,5274100
2021-02-12,34.21863230203875,34.41295367574435,33.60032905783714,33.83881759643555,3559400
2021-02-16,34.03313234875777,34.69559925948301,33.84764242243013,34.501277923583984,4253100
2021-02-17,34.359955782641954,34.44828336655854,33.33534030959536,34.13913345336914,2993400
2021-02-18,33.86531371161659,33.99780846150947,33.28234287715451,33.5561637878418,3400100
2021-02-19,34.00663081598755,34.96941608295966,33.90946847453927,34.85458755493164,4054800
2021-02-22,35.26974079935146,36.638838493128134,35.093082271561954,36.17069625854492,6330600
2021-02-23,35.737877346663176,36.08235956781771,34.33344749693121,35.89686965942383,3839000
2021-02-24,35.99403492593823,36.939154101060836,35.517057948919096,36.82432556152344,4321700
2021-02-25,36.62117117678498,37.91077266185705,36.61233976693372,37.460296630859375,6385200
2021-02-26,37.53978636970808,37.910766170599274,36.41800881973444,37.2218017578125,4458400
2021-03-01,38.10509551771782,38.2022578687553,36.5858370167265,36.65650177001953,5871300
2021-03-02,36.65650521266847,37.51329689466844,36.2943567417322,37.380802154541016,3704300
2021-03-03,37.34546488286524,37.8401080291379,36.70066419563239,36.71833038330078,3344400
2021-03-04,36.21485194399384,36.691828851443695,34.907584522060496,36.011695861816406,3017600
2021-03-05,36.656497842115584,37.15114095372098,35.49938790203822,37.018646240234375,3550700
2021-03-08,37.380801809803,39.30637269687114,37.115815701473146,38.82056427001953,5453100
2021-03-09,38.77640409360039,38.92656166683668,37.91077755918807,38.2994270324707,5298500
2021-03-10,38.51140286557944,39.08554212022235,37.41612628403481,37.954933166503906,4112000
2021-03-11,38.060928872909905,38.970715601598236,37.84893799843424,38.926551818847656,3585600
