Date,Open,High,Low,Close,Volume
2021-01-14,178.3148315587918,179.9606724549522,177.64194042794463,179.49691772460938,2486600
2021-01-15,177.91472544940353,177.9601935014255,173.56824607421288,176.9690399169922,3317100
2021-01-19,177.60891545867946,179.27266314590744,176.83190193611804,177.39866638183594,2361200
2021-01-20,176.11884173923178,177.2523704410639,174.0711558394772,175.82630920410156,2501100
2021-01-21,175.83550580798584,177.0878779251746,173.7329729921142,175.68923950195312,1951200
2021-01-22,174.46425001743106,176.2651133892508,173.0564615593867,175.46066284179688,2027000
2021-01-25,174.19917351664995,174.93962747899926,170.91740188041734,171.25563049316406,3837100
2021-01-26,171.49331041823052,173.1479077693675,170.7894160822802,171.1367950439453,2506000
2021-01-27,168.3852038978679,169.61930301171165,163.94246661623941,165.12171936035156,4095300
2021-01-28,166.61173355833287,171.5024052269363,165.74330031356055,168.51315307617188,3445400
2021-01-29,167.7453057357659,172.60855508245575,165.21312473536625,167.1419677734375,4541400
2021-02-01,169.99410799101,170.76198507758778,166.39238086513484,168.86056518554688,2738200
2021-02-02,170.48772032106078,176.22853895645684,169.70155654876288,175.9725799560547,5265400
2021-02-03,174.51909460290398,175.08585896534822,172.827923977991,175.01272583007812,2979000
2021-02-04,175.51552765953178,176.0731556751489,173.8700667979795,175.19557189941406,2253800
2021-02-05,175.99085688301835,177.6454538818958,173.69634847020987,176.4296417236328,2240000
2021-02-08,178.25795591882988,180.57987392515597,177.95628693496693,180.4976043701172,2725700
2021-02-09,180.57983528810388,181.60368512149867,178.15736147213852,180.3421630859375,2331600
2021-02-10,181.45741530685277,182.56353465598264,179.409729628955,180.744384765625,2816400
2021-02-11,180.6255851292022,181.3843258001428,177.7003291349691,181.32034301757812,2178200
2021-02-12,180.9820605786364,181.69509113410848,179.8668047972636,180.9912109375,1804200
2021-02-16,182.60011698932442,187.56390821760394,182.13390894620977,185.0043182373047,3722700
2021-02-17,185.01345240640097,185.4796604438661,182.63667436924592,184.93118286132812,2290400
2021-02-18,184.24558169829933,185.4613939399868,181.53057502865127,182.75552368164062,2345800
2021-02-19,185.79960507498114,193.30472687128847,185.296823526117,191.88780212402344,4937300
2021-02-22,191.63186754104314,200.07854284243487,191.36675816847355,199.3380889892578,4578300
2021-02-23,200.6819048828066,201.78802456398955,194.9685084791629,201.27609252929688,4125100
2021-02-24,201.48629785843772,207.20882903597047,201.00180309805594,203.3694305419922,4925000
2021-02-25,204.42071529557106,205.1337459362791,200.8555620920308,202.7752685546875,4313000
2021-02-26,201.79711843698206,203.30544919009262,197.29039899921045,197.34524536132812,4461300
2021-03-01,200.48077390636317,203.4700265374245,200.10597178881642,200.8921356201172,2871200
2021-03-02,199.91402289217532,200.50821052421563,196.5499679181845,197.29043579101562,2854300
2021-03-03,193.92637606085236,198.87189509397822,193.80753295787048,196.45855712890625,2664000
2021-03-04,196.0654661704011,198.0674423832974,190.57146953604254,194.50228881835938,3568400
2021-03-05,195.93747640856023,201.82456163760406,193.3413127201993,201.25779724121094,3602300
2021-03-08,201.9982344879115,205.04233317550992,199.47520414670083,202.5558624267578,3048700
2021-03-09,202.37305747626877,203.2414908612561,197.5829413435792,198.186279296875,2902400
2021-03-10,199.03643672119847,202.98554286777625,198.54280542723683,202.08053588867188,2435800
2021-03-11,203.85396506684296,204.40245665099528,200.33450762409316,200.8921356201172,2960000
2021-03-12,200.19740275420475,209.35712344339524,199.39295210603086,209.33883666992188,4756500
2021-03-15,209.22000093061638,211.8984484155461,206.4410110598467,210.92945861816406,4215300
2021-03-16,208.16872232416515,211.35908759959895,205.4720022631961,207.01690673828125,3539200
2021-03-17,208.54351615531147,214.18377866038904,207.62937285240645,213.57130432128906,3518500
2021-03-18,213.90950429174953,217.36496439902652,210.01525936336128,210.87454223632812,4336200
2021-03-19,209.11028393580457,209.9330073422935,204.8138131321135,205.9473419189453,7485100
2021-03-22,207.16314740321474,207.67506541255193,204.37502153459462,206.6146697998047,2211600
2021-03-23,202.99464808080563,205.90163087225565,198.0491297453117,199.5117645263672,4017600
2021-03-24,201.57774706213746,207.61109881074398,201.57774706213746,202.23593139648438,4258000
2021-03-25,200.4076396147518,205.65482738412243,197.49152014156596,204.99664306640625,2901800
2021-03-26,206.9163223710966,210.10667326544413,205.87419966356077,209.79586791992188,3040100
2021-03-29,208.5160917180095,211.9441290832855,208.15957638996957,210.45407104492188,3003200
2021-03-30,211.34994844798985,214.5677370783585,211.29510207652282,213.06854248046875,3139100
2021-03-31,214.2294877690778,216.66109834417327,209.20169962295984,211.96240234375,4512300
2021-04-01,211.4413523369663,214.82367982532313,208.0498744882446,212.75772094726562,3787100
2021-04-05,214.82370911895268,215.42704713906514,212.4195074001155,213.64447021484375,2323400
2021-04-06,212.53830442991148,216.3594164980405,210.46319535843836,210.83799743652344,2614500
2021-04-07,212.0446867505432,214.0832224110649,209.65877217121053,210.6277618408203,2449600
2021-04-08,210.37181539614772,211.2128256114854,207.66594491959637,210.69175720214844,2158900
2021-04-09,211.44133442872882,212.2640577661245,208.00414691545888,210.9385528564453,2482900
2021-04-12,210.52720284910606,211.4413461407229,209.2748170544616,211.1031036376953,1688200
2021-04-13,213.37020272919804,213.45247228302748,208.4703938139172,209.65878295898438,2286400
2021-04-14,209.88729200613932,214.11062928162218,209.8415820547173,212.61143493652344,2491000
2021-04-15,213.13252621791244,213.39763561281734,210.9294512447105,212.55662536621094,1860200
2021-04-16,214.47629367023552,215.68296950523668,212.3280653136362,213.32447814941406,2128400
2021-04-19,212.9039521652426,213.08679196976905,210.17067284142752,212.437744140625,1712600
2021-04-20,211.07569502568833,211.4413607368093,206.23074640464128,208.08645629882812,2815800
2021-04-21,207.80305882069652,212.63887067438648,206.61466975714077,212.5017547607422,1977700
2021-04-22,213.22396256200196,213.38850168981426,209.1286037569142,209.23829650878906,2410700
2021-04-23,210.61566046911176,212.71850511135634,209.25661670900706,211.3043670654297,3458300
2021-04-26,211.72679731372583,213.8204644173614,211.16664867562673,211.7176055908203,1864800
2021-04-27,211.4696779009048,211.99310170900716,209.44029670852078,211.51559448242188,1959300
2021-04-28,211.24927931702894,214.6193486845572,210.6340364200246,213.31539916992188,2965300
2021-04-29,215.79477180372746,215.97842412631198,204.95911662995144,208.88015747070312,5442400
2021-04-30,207.08951926693848,209.72496578102584,206.50182343764388,209.4678497314453,3953500
2021-05-03,211.2033799251258,212.05736947482413,208.64139726425773,209.52293395996094,3182900
2021-05-04,208.4485221639775,214.8764501602235,206.93337331242793,214.3346710205078,4040700
2021-05-05,215.4458198821087,219.77090418539882,212.9022065220586,218.4394073486328,3690600
2021-05-06,218.5495613589056,221.28601832993533,216.7130104231165,217.69557189941406,4527000
2021-05-07,216.38246223550723,222.12168474643434,214.105142666468,221.2952423095703,3327900
2021-05-10,223.6001016120504,225.69376879367724,222.76446747933997,222.7828369140625,3752900
2021-05-11,219.26582472163125,223.13177077623743,217.20888253907611,219.7433319091797,3163100
2021-05-12,221.55229464475357,223.3521064600105,217.11702308235874,217.92510986328125,3668500
2021-05-13,216.74976073325917,221.29523604260694,215.399908527748,220.45042419433594,2228100
2021-05-14,222.22268421273108,223.46236181614765,220.45959682931556,222.4338836669922,2041600
2021-05-17,222.90221428183054,225.39073320064043,221.41459834793832,224.78466796875,1998400
2021-05-18,224.78467876220475,225.47338546466622,219.84436554455408,219.8994598388672,2436200
2021-05-19,216.80485505501377,217.70476113790681,212.98482554346637,217.5119171142578,3143100
2021-05-20,218.07206530130674,218.18226789107274,213.58169859502544,215.7855682373047,3339200
2021-05-21,217.26400402866238,219.83516439822557,215.8039352330788,217.85169982910156,2479100
2021-05-24,218.26492334587064,220.11984392796668,216.915057131644,219.51377868652344,2372700
2021-05-25,219.93614519612834,222.12164522317963,217.39253232036074,217.78738403320312,2265700
2021-05-26,218.0077939613549,219.92698643000642,217.28234845597444,218.2832794189453,2070000
2021-05-27,221.76352990660695,223.48070058195114,219.40355518153623,221.56150817871094,3594700
2021-05-28,222.14003903122565,222.46142706285383,219.27500982116732,221.37786865234375,2290700
2021-06-01,224.06840715728723,224.91321896395044,222.0482037925037,222.92056274414062,2476000
2021-06-02,223.20525808420442,225.06935644184014,221.02893537184903,223.56338500976562,2348500
2021-06-03,222.61750550409678,226.29979894154442,221.1849980768864,223.9122772216797,1923200
2021-06-04,225.08765492796164,226.52935398910586,222.51649509318378,224.0775604248047,1837900
2021-06-07,224.10510433000857,224.36222030977478,219.1188618408758,220.1656951904297,2330700
2021-06-08,219.8351826007853,221.49727327899626,216.76814532615768,220.5330810546875,2212300
2021-06-09,219.46784697017603,219.64232155902332,215.28969059579518,215.4733428955078,2919600
2021-06-10,216.84158509225182,217.3099005726299,207.14459764796305,207.28233337402344,6281800
2021-06-11,207.8057549372541,209.29335680990994,202.04816344928338,202.6634063720703,8734900
2021-06-14,202.08487969297082,203.82959739738183,197.98018741846926,201.1114959716797,7213300
2021-06-15,201.91960149983407,202.7368661439367,198.58625691201988,201.52474975585938,5055900
2021-06-16,201.11153645810708,201.4604856739458,198.9903220392429,199.41273498535156,4156900
2021-06-17,199.2382454466137,200.43200645343603,190.89112413358373,192.3328094482422,7995300
2021-06-18,189.33001501114745,194.49990999049155,188.70559446557309,191.79100036621094,7156400
2021-06-21,194.26122721189373,197.64047506353828,194.12347744977575,195.7855682373047,5633900
