Date,Open,High,Low,Close,Volume
2021-01-14,95.77567769155905,96.66383519893296,95.47660361020546,95.73942565917969,948300
2021-01-15,95.70317780288133,97.77856007517543,94.73345836611556,96.79071807861328,3229200
2021-01-19,97.41603543385718,97.77854881736287,93.56434542714035,93.79998016357422,1368000
2021-01-20,93.51903854046779,94.60657181109472,93.13839567281724,94.06280517578125,1297900
2021-01-21,93.95405047976372,95.53098273429495,93.10215194037589,95.07784271240234,1218600
2021-01-22,94.85126942808027,98.5307640662688,94.85126942808027,97.66073608398438,1595400
2021-01-25,97.05352466239081,97.44322535013328,96.06568275297846,96.8541488647461,693100
2021-01-26,97.57916517615304,99.34641531092967,96.91758465338151,98.63951110839844,813900
2021-01-27,97.7966839987326,99.47330071666241,96.61851716215054,96.82695770263672,1013900
2021-01-28,97.31635058464197,99.37361019777174,96.808835962435,96.88134002685547,1017400
2021-01-29,96.79976326917962,97.53385476095275,94.07186548467295,94.43437194824219,1157900
2021-02-01,95.03252886698974,97.31635160524065,94.98721209765965,96.87227630615234,1399300
2021-02-02,97.96886879570786,99.69080221687287,95.6487941567129,95.72129821777344,1241100
2021-02-03,95.32254333099887,96.13819682215346,93.70936582314235,95.63973999023438,1339900
2021-02-04,96.19255032731904,102.30087506299738,96.19255032731904,101.43084716796875,1976300
2021-02-05,101.68462440455068,101.80244524268889,97.95075481957153,99.40986633300781,1832500
2021-02-08,99.41890161407714,100.0714242441085,97.60634182593085,98.32230377197266,1105200
2021-02-09,97.99606475219015,98.63952279365218,96.29226065286966,97.3616714477539,926200
2021-02-10,98.10480881965789,98.10480881965789,96.10193087347952,96.31037139892578,1370400
2021-02-11,97.03841102505312,97.12031895149286,94.84519906204865,95.12731170654297,1030100
2021-02-12,94.41747273514228,95.96455143885777,94.29006658039464,95.71884155273438,897500
2021-02-16,96.11927866876121,96.11927866876121,93.80775576145489,94.07167053222656,808000
2021-02-17,93.47101977278464,96.1920610729129,93.44371944645019,95.83714294433594,849700
2021-02-18,95.3002069595835,96.21935718389955,94.92708402797791,95.79163360595703,728300
2021-02-19,96.11015684813569,96.75629000765024,95.55502708770085,96.34677124023438,890200
2021-02-22,95.80985112314741,97.02931903821795,94.6904959853812,96.57429504394531,731900
2021-02-23,97.15671409713056,98.28517152988313,95.10000393400729,96.8927993774414,887900
2021-02-24,96.58338249540289,97.69364206002597,95.28201370224684,95.7370376586914,1003200
2021-02-25,96.3376651387755,97.21131023418668,93.31630658014409,93.59841918945312,1037800
2021-02-26,93.69854046158311,94.09896380002422,91.65093247874314,92.11505889892578,1333100
2021-03-01,92.75208092545483,94.51757608512526,92.75208092545483,93.88964080810547,1158400
2021-03-02,93.93514929313382,94.97260338724624,93.3982173991691,94.87249755859375,742800
2021-03-03,94.7632729922111,95.50041641657552,94.02613651096027,94.0443344116211,784600
2021-03-04,93.46192296523843,95.41852747310526,92.68838358578827,93.72583770751953,828900
2021-03-05,94.39928576890135,95.96456255760364,92.67928859429468,95.40033721923828,1145700
2021-03-08,96.09196645260364,99.34084452753615,96.07376854729684,97.83926391601562,1149900
2021-03-09,98.09407797880344,101.14273749042952,98.0303748944333,100.22358703613281,1599100
2021-03-10,100.10527854760018,103.3541495827386,99.85046622219562,101.77066802978516,1880200
2021-03-11,100.72409078598278,101.40662663601164,98.7583842052051,99.97785186767578,1314200
2021-03-12,100.80601441993748,103.1903426916379,100.1052805113289,102.76261901855469,1067900
2021-03-15,102.96282921551216,103.81827654942413,102.00727604707367,103.6180648803711,659300
2021-03-16,103.3996384883064,103.4997443065505,101.76154959259736,102.70800018310547,939500
2021-03-17,103.29043656064752,104.31878818723673,102.56239546403154,103.7454605102539,796200
2021-03-18,103.48156076529749,106.20260243374322,103.09023983426759,105.22885131835938,891500
2021-03-19,104.97401745226995,106.58480602483844,104.68280241981606,105.49274444580078,2448100
2021-03-22,105.44726744384009,105.94778969308582,103.91838647994602,105.88408660888672,697500
2021-03-23,105.56555797350883,105.86587545133268,102.99922313498087,103.53614807128906,836600
2021-03-24,103.43605213304441,106.33910033864097,103.22673805199544,104.99223327636719,1358300
2021-03-25,105.00131083830486,107.05802077460656,103.84555320737573,106.78500366210938,608800
2021-03-26,107.38564220344722,108.1591814578154,106.69400391975992,108.04998016357422,705900
2021-03-29,107.52217245342246,109.03284852110299,107.18545219432438,108.34121704101562,629500
2021-03-30,109.48146057128906,110.84239566695592,109.10444927101615,109.48146057128906,839400
2021-03-31,109.15041906561322,109.89525822304634,108.37800158750393,108.57110595703125,1348700
2021-04-01,108.4515593725066,108.50673004109521,105.49061188787243,107.48603057861328,1142200
2021-04-05,107.82627693358391,108.58949698314099,105.88602871597364,107.59638977050781,997300
2021-04-06,107.59636773947783,108.44235064263373,106.45612259286108,106.6584243774414,795800
2021-04-07,107.07223363519385,107.71591480330295,106.14348765069482,107.10901641845703,765800
2021-04-08,106.90671961173594,107.13660675616947,105.564179530116,106.16188049316406,595600
2021-04-09,106.59407784849932,107.53202140044833,106.28143467491594,107.4124755859375,704400
2021-04-12,107.18257197917005,108.97569578133205,107.03544786582044,108.08373260498047,1030200
2021-04-13,107.48603339268375,107.83545932889116,106.90672031054014,107.6975326538086,1213100
2021-04-14,107.53200990593818,108.85615505008874,107.42166155409285,108.50672912597656,1051000
2021-04-15,108.91134593556146,109.92284806215808,108.53432761608842,109.46307373046875,1197700
2021-04-16,109.88605927533948,110.26307757423201,109.122832242654,110.06077575683594,1217700
2021-04-19,110.34580629739801,111.0814478122863,109.35269235697805,109.88603210449219,1092600
2021-04-20,109.70214754617406,111.21020664438544,109.49064828755712,110.80560302734375,677600
2021-04-21,111.2653749674762,111.87228038024072,110.6400816705061,111.41250610351562,519400
2021-04-22,111.70676767198269,111.70676767198269,110.20789895518215,111.16423034667969,759100
2021-04-23,111.13663868693428,112.01940445602271,110.55732562410714,111.86308288574219,545700
2021-04-26,111.98264301032262,111.98264301032262,109.89527048393735,110.09757232666016,482700
2021-04-27,109.7021218962037,110.13430373128548,108.30440446355689,109.24234771728516,1217200
2021-04-28,109.53662434766551,110.06076673358429,108.63546369376378,109.72972869873047,996900
2021-04-29,110.73205789411921,111.62402129688867,109.6194047575058,111.49528503417969,807300
2021-04-30,111.32055189029792,112.26768583107109,110.78721903118621,111.08147430419922,967000
2021-05-03,111.74353819343634,114.28149418951587,111.7343477590453,113.83091735839844,1302500
2021-05-04,113.97803796219004,115.73437902929575,113.09527221158352,115.72518157958984,1279900
2021-05-05,110.90676566649566,111.7711436614165,106.58488972309065,109.26077270507812,4029400
2021-05-06,107.95498880453269,108.67223546886072,104.89289080011879,108.1664810180664,1650700
2021-05-07,108.64465917623289,111.60560653681095,107.82626155366299,111.13663482666016,1257000
2021-05-10,110.82398759964221,114.80563448478456,110.74123159804736,113.33435821533203,978300
2021-05-11,112.98494357059634,113.40793510180728,109.89525958856925,110.43778991699219,1032700
2021-05-12,110.38261564618863,110.95273830824779,109.50904026002058,110.4285888671875,1017200
2021-05-13,110.56652045909742,111.15503099524652,109.55501841356607,109.84927368164062,1098500
2021-05-14,110.16308449930216,110.16308449930216,107.4403904525521,107.54190826416016,2472300
2021-05-17,107.34810506259433,109.66470706313746,105.09611619723418,109.00941467285156,1144000
2021-05-18,108.36333641818422,109.12937796570414,106.39745251997023,107.93877410888672,1274800
2021-05-19,107.71725989327321,109.76620557341826,106.47128150553307,109.5908432006836,1363500
2021-05-20,109.37857813556847,111.34445499669377,109.14784111724948,110.79068756103516,1061800
2021-05-21,111.39983705315173,112.88578411349464,110.79992639876329,110.8183822631836,806100
2021-05-24,111.19677102608125,111.50133849503483,109.2585747168216,109.38778686523438,669800
2021-05-25,109.01861524308616,109.41548314635689,105.76983449037371,106.1297836303711,1519500
2021-05-26,106.08364215039391,106.60972221274986,103.99777776213433,105.84367370605469,1425600
2021-05-27,106.50819590592205,106.5451146692762,105.02224912820452,106.14824676513672,2019400
2021-05-28,106.82200351523093,107.06197197577185,105.4929631341201,105.89905548095703,921300
2021-06-01,105.71446325796968,105.84367541280494,104.72690919370916,105.51141357421875,799100
2021-06-02,106.36975181736587,106.93275063325774,105.34527902395833,106.24977111816406,988500
2021-06-03,106.24056175295968,108.21567022400242,106.1021181226176,107.80034637451172,1047800
2021-06-04,107.89263117294291,108.17874282236374,107.01582627842052,107.91108703613281,694600
2021-06-07,108.34486746576647,109.96925795201577,107.68034376495837,109.14783477783203,780900
2021-06-08,109.72929892172866,109.7754491432906,107.52345352854316,108.81558227539062,656600
2021-06-09,109.01861913858122,109.74774889583139,108.26180206827023,108.35409545898438,664100
2021-06-10,108.89864439881227,111.78747645975942,108.52023933923181,111.62134552001953,841600
2021-06-11,111.40905403891078,111.9720528913494,109.8492696403643,110.60608673095703,596900
2021-06-14,110.59685295546252,110.59685295546252,108.67711955697206,109.58161163330078,635500
2021-06-15,109.93231987941407,110.08921932523428,109.18473436806671,109.85848236083984,474600
2021-06-16,110.09849256667876,110.24616061834577,108.71407025481236,109.24015045166016,566200
2021-06-17,109.39705123473288,109.58164510339263,107.91110403931839,109.00941467285156,597800
2021-06-18,108.19718715952126,108.19718715952126,105.50217389650938,105.60369873046875,1189400
2021-06-21,105.86213549288325,107.74495030605723,105.56679240698544,107.63420104980469,800200
2021-06-22,107.23734034916072,108.29872501466964,107.02505919113788,107.69881439208984,873600
2021-06-23,107.49574568863476,107.68033245657001,106.59125362607078,106.8865966796875,639500
2021-06-24,107.4865239824246,107.4865239824246,106.16670805158587,106.58203887939453,826800
2021-06-25,106.58204931323264,107.78187761411208,106.12057526484783,107.37577819824219,2753400
2021-06-28,107.31116484675054,107.31116484675054,105.45604436776499,105.89905548095703,909700
2021-06-29,107.43898122182088,108.11093549641137,106.72968784712599,106.80435180664062,894600
2021-06-30,106.97233626181264,107.42030575352575,106.03905818033918,106.85100555419922,782500
2021-07-01,107.23365691432416,109.22153673737213,107.23365691432416,108.67090606689453,1184700
2021-07-02,108.42824545018729,109.1188692218748,107.37364380420863,108.8388900756836,776100
2021-07-06,108.29758330537963,108.38157491019687,105.14310613168111,107.71894836425781,956900
2021-07-07,107.28031248844967,108.37225325392626,106.97233613339662,107.36431121826172,812900
